Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),276759, Mediastinal lymphatic chain, Mediastinal lymphatic chain,0
FMA (3.2),14386, Mediastinal tributary of azygos vein, Mediastinal tributary of azygos vein,0
FMA (3.2),4722, Mediastinal vein, Mediastinal vein,0
FMA (3.2),9826, Mediastinum, Mediastinum,0
FMA (3.2),62004, Medulla oblongata, Medulla oblongata,0
FMA (3.2),83018, Membership relationship template, Membership relationship template,0
FMA (3.2),7145, Membrane organ, Membrane organ,0
FMA (3.2),61022, Membranous labyrinth, Membranous labyrinth,0
FMA (3.2),61026, Membranous labyrinth of left internal ear, Membranous labyrinth of left internal ear,0
FMA (3.2),61025, Membranous labyrinth of right internal ear, Membranous labyrinth of right internal ear,0
FMA (3.2),50839, Meningeal vein, Meningeal vein,0
FMA (3.2),46825, Mentalis, Mentalis,0
FMA (3.2),12795, Mesenteric lymph node, Mesenteric lymph node,0
FMA (3.2),277405, Mesenteric lymph node group, Mesenteric lymph node group,0
FMA (3.2),235554, Mesenteric lymphatic chain, Mesenteric lymphatic chain,0
FMA (3.2),71808, Mesocolic lymph node group, Mesocolic lymph node group,0
FMA (3.2),277991, Mesocolic lymphatic chain, Mesocolic lymphatic chain,0
FMA (3.2),19816, Mesometrium, Mesometrium,0
FMA (3.2),19808, Mesosalpinx, Mesosalpinx,0
FMA (3.2),19815, Mesovarium, Mesovarium,0
FMA (3.2),9612, Metacarpal bone, Metacarpal bone,0
FMA (3.2),24492, Metatarsal bone, Metatarsal bone,0
FMA (3.2),62003, Metencephalon, Metencephalon,0
FMA (3.2),61993, Midbrain, Midbrain,0
FMA (3.2),83902, Midbrain tectum, Midbrain tectum,0
FMA (3.2),62393, Midbrain tegmentum, Midbrain tegmentum,0
FMA (3.2),4713, Middle cardiac vein, Middle cardiac vein,0
FMA (3.2),14810, Middle colic artery, Middle colic artery,0
FMA (3.2),16697, Middle colic lymph node, Middle colic lymph node,0
FMA (3.2),278100, Middle colic lymph node group proper, Middle colic lymph node group proper,0
FMA (3.2),277997, Middle colic lymphatic chain, Middle colic lymphatic chain,0
FMA (3.2),278420, Middle colic proper lymphatic chain, Middle colic proper lymphatic chain,0
FMA (3.2),15406, Middle colic vein, Middle colic vein,0
FMA (3.2),54369, Middle cranial fossa, Middle cranial fossa,0
FMA (3.2),56513, Middle Ear, Middle ear,0
FMA (3.2),63153, Middle ear compartment, Middle ear compartment,0
FMA (3.2),56515, Middle Ear Left, Left middle ear,0
FMA (3.2),56514, Middle Ear Right, Right middle ear,0
FMA (3.2),57453, Middle ethmoidal cell, Middle ethmoidal cell,0
FMA (3.2),22536, Middle genicular artery, Middle genicular artery,0
FMA (3.2),68196, Middle lobar artery, Middle lobar artery,0
FMA (3.2),53139, Middle nasal meatus, Middle nasal meatus,0
FMA (3.2),59740, Middle nasal meatus proper, Middle nasal meatus proper,0
FMA (3.2),75817, Middle phalanx of finger, Middle phalanx of finger,0
FMA (3.2),32625, Middle phalanx of fourth toe, Middle phalanx of fourth toe,0
FMA (3.2),23933, Middle phalanx of index finger, Middle phalanx of index finger,0
FMA (3.2),32647, Middle phalanx of left fourth toe, Middle phalanx of left fourth toe,0
FMA (3.2),23938, Middle phalanx of left index finger, Middle phalanx of left index finger,0
FMA (3.2),23944, Middle phalanx of left little finger, Middle phalanx of left little finger,0
FMA (3.2),230988, Middle phalanx of left little toe, Middle phalanx of left little toe,0
FMA (3.2),23940, Middle phalanx of left middle finger, Middle phalanx of left middle finger,0
FMA (3.2),23942, Middle phalanx of left ring finger, Middle phalanx of left ring finger,0
FMA (3.2),32643, Middle phalanx of left second toe, Middle phalanx of left second toe,0
FMA (3.2),32645, Middle phalanx of left third toe, Middle phalanx of left third toe,0
FMA (3.2),23936, Middle phalanx of little finger, Middle phalanx of little finger,0
FMA (3.2),230984, Middle phalanx of little toe, Middle phalanx of little toe,0
FMA (3.2),23934, Middle phalanx of middle finger, Middle phalanx of middle finger,0
FMA (3.2),32646, Middle phalanx of right fourth toe, Middle phalanx of right fourth toe,0
FMA (3.2),24455, Middle phalanx of right index finger, Middle phalanx of right index finger,0
FMA (3.2),24458, Middle phalanx of right little finger, Middle phalanx of right little finger,0
FMA (3.2),230986, Middle phalanx of right little toe, Middle phalanx of right little toe,0
FMA (3.2),24456, Middle phalanx of right middle finger, Middle phalanx of right middle finger,0
FMA (3.2),24457, Middle phalanx of right ring finger, Middle phalanx of right ring finger,0
FMA (3.2),32642, Middle phalanx of right second toe, Middle phalanx of right second toe,0
FMA (3.2),32644, Middle phalanx of right third toe, Middle phalanx of right third toe,0
FMA (3.2),23935, Middle phalanx of ring finger, Middle phalanx of ring finger,0
FMA (3.2),32623, Middle phalanx of second toe, Middle phalanx of second toe,0
FMA (3.2),32624, Middle phalanx of third toe, Middle phalanx of third toe,0
FMA (3.2),75829, Middle phalanx of toe, Middle phalanx of toe,0
FMA (3.2),277384, Middle pre-aortic lymph node, Middle pre-aortic lymph node,0
FMA (3.2),278148, Middle pre-aortic lymph node group, Middle pre-aortic lymph node group,0
FMA (3.2),278412, Middle pre-aortic lymphatic chain, Middle pre-aortic lymphatic chain,0
FMA (3.2),18893, Middle rectal vein, Middle rectal vein,0
FMA (3.2),14754, Middle suprarenal artery, Middle suprarenal artery,0
FMA (3.2),61906, Middle temporal gyrus, Middle temporal gyrus,0
FMA (3.2),45617, Midgut, Midgut,0
FMA (3.2),59789, Minor salivary gland, Minor salivary gland,0
FMA (3.2),59794, Molar salivary gland, Molar salivary gland,0
FMA (3.2),55638, Molar tooth, Molar tooth,0
FMA (3.2),20218, Mons pubis, Mons pubis,0
FMA (3.2),49184, Mouth, Mouth,0
FMA (3.2),19602, Mucosal gland of prostate, Mucosal gland of prostate,0
FMA (3.2),22827, Multifidus, Multifidus,0
FMA (3.2),9620, Muscle of abdomen, Muscle of abdomen,0
FMA (3.2),77304, Muscle of anal triangle, Muscle of anal triangle,0
FMA (3.2),20278, Muscle of anterior abdominal wall, Muscle of anterior abdominal wall,0
FMA (3.2),37711, Muscle of anterior compartment of arm, Muscle of anterior compartment of arm,0
FMA (3.2),38456, Muscle of anterior compartment of forearm, Muscle of anterior compartment of forearm,0
FMA (3.2),22472, Muscle of anterior compartment of leg, Muscle of anterior compartment of leg,0
FMA (3.2),22424, Muscle of anterior compartment of thigh, Muscle of anterior compartment of thigh,0
FMA (3.2),37370, Muscle of arm, Muscle of arm,0
FMA (3.2),49026, Muscle of auditory ossicles, Muscle of auditory ossicles,0
FMA (3.2),85216, Muscle of back, Muscle of back,0
FMA (3.2),46751, Muscle of face, Muscle of face,0
FMA (3.2),37369, Muscle of foot, Muscle of foot,0
FMA (3.2),37371, Muscle of forearm, Muscle of forearm,0
FMA (3.2),37368, Muscle of free lower limb, Muscle of free lower limb,0
FMA (3.2),37348, Muscle of free upper limb, Muscle of free upper limb,0
FMA (3.2),37372, Muscle of hand, Muscle of hand,0
FMA (3.2),9616, Muscle of head, Muscle of head,0
FMA (3.2),57791, Muscle of head proper, Muscle of head proper,0
FMA (3.2),46562, Muscle of larynx, Muscle of larynx,0
FMA (3.2),22473, Muscle of lateral compartment of leg, Muscle of lateral compartment of leg,0
FMA (3.2),22471, Muscle of leg, Muscle of leg,0
FMA (3.2),9622, Muscle of lower limb, Muscle of lower limb,0
FMA (3.2),22439, Muscle of medial compartment of thigh, Muscle of medial compartment of thigh,0
FMA (3.2),9617, Muscle of neck, Muscle of neck,0
FMA (3.2),46726, Muscle of palate, Muscle of palate,0
FMA (3.2),37347, Muscle of pectoral girdle, Muscle of pectoral girdle,0
FMA (3.2),64856, Muscle of pelvic diaphragm, Muscle of pelvic diaphragm,0
FMA (3.2),37367, Muscle of pelvic girdle, Muscle of pelvic girdle,0
FMA (3.2),19086, Muscle of pelvis, Muscle of pelvis,0
FMA (3.2),46619, Muscle of pharynx, Muscle of pharynx,0
FMA (3.2),37712, Muscle of posterior compartment of arm, Muscle of posterior compartment of arm,0
FMA (3.2),38488, Muscle of posterior compartment of forearm, Muscle of posterior compartment of forearm,0
FMA (3.2),22474, Muscle of posterior compartment of leg, Muscle of posterior compartment of leg,0
FMA (3.2),22427, Muscle of posterior compartment of thigh, Muscle of posterior compartment of thigh,0
FMA (3.2),33531, Muscle of shoulder, Muscle of shoulder,0
FMA (3.2),22470, Muscle of thigh, Muscle of thigh,0
FMA (3.2),9619, Muscle of thorax, Muscle of thorax,0
FMA (3.2),46689, Muscle of tongue, Muscle of tongue,0
FMA (3.2),58274, Muscle of trunk, Muscle of trunk,0
FMA (3.2),9621, Muscle of upper limb, Muscle of upper limb,0
FMA (3.2),22594, Muscle of vertebral column, Muscle of vertebral column,0
FMA (3.2),5022, Muscle organ, Muscle organ,0
FMA (3.2),63078, Muscular layer of pharynx, Muscular layer of pharynx,0
FMA (3.2),32558, Musculature, Musculature,0
FMA (3.2),264237, Musculature of larynx, Musculature of larynx,0
FMA (3.2),264235, Musculature of pharynx, Musculature of pharynx,0
FMA (3.2),37064, Musculocutaneous nerve, Musculocutaneous nerve,0
FMA (3.2),46320, Mylohyoid, Mylohyoid,0
FMA (3.2),5965, N1 Station 10: Hilar Nodes, Bronchopulmonary lymph node,0
FMA (3.2),276828, N1 Station 11: Interlobar Nodes, Interlobar lymph node,0
FMA (3.2),276849, N1 Station 12: Lobar Nodes, Lobar lymph node,0
FMA (3.2),276855, N1 Station 13: Segmental Nodes, Segmental lymph node,0
FMA (3.2),276861, N1 Station 14: Subsegmental Nodes, Subsegmental lymph node,0
FMA (3.2),276928, N2 Station 1: Highest Mediastanial Nodes, Highest mediastinal lymph node,0
FMA (3.2),276933, N2 Station 2: Upper Paratracheal Nodes, Upper paratracheal lymph node,0
FMA (3.2),276905, N2 Station 3: Prevascular and RetroTracheal Nodes, Station 3 lymph node,0
FMA (3.2),5959, N2 Station 4: Lower Paratracheal Nodes (incl. Azygos Nodes), Superior tracheobronchial lymph node,0
FMA (3.2),276813, N2 Station 5: Subaortic Nodes, Aortopulmonary lymph node,0
FMA (3.2),276820, N2 Station 6: Para-aortic nodes, Para-aortic thoracic lymph node,0
FMA (3.2),5962, N2 Station 7: SubCarinal Nodes, Inferior tracheobronchial lymph node,0
FMA (3.2),12784, N2 Station 8: Peraesophageal Nodes, Esophageal lymph node,0
FMA (3.2),276867, N2 Station 9: Plumonary Ligament Nodes, Lymph node of inferior pulmonary ligament,0
FMA (3.2),52745, Nasal bone, Nasal bone,0
FMA (3.2),54378, Nasal Cavity, Nasal cavity,0
FMA (3.2),53146, Nasal meatus, Nasal meatus,0
FMA (3.2),73758, Nasal muscle, Nasal muscle,0
FMA (3.2),60116, Nasal skeleton, Nasal skeleton,0
FMA (3.2),59644, Nasal vestibule, Nasal vestibule,0
FMA (3.2),276131, Nasal vestibule proper, Nasal vestibule proper,0
FMA (3.2),46770, Nasalis, Nasalis,0
FMA (3.2),61225, Nasolabial lymph node, Nasolabial lymph node,0
FMA (3.2),54878, Nasopharynx, Nasopharynx,0
FMA (3.2),24499, Navicular bone of foot, Navicular bone of foot,0
FMA (3.2),24501, Navicular bone of left foot, Navicular bone of left foot,0
FMA (3.2),24500, Navicular bone of right foot, Navicular bone of right foot,0
FMA (3.2),19626, Neck of glans penis, Neck of glans penis,0
FMA (3.2),45733, Neck of organ, Neck of organ,0
FMA (3.2),14517, Neck of pancreas, Neck of pancreas,0
FMA (3.2),15912, Neck of urinary bladder, Neck of urinary bladder,0
FMA (3.2),5901, Nerve plexus, Nerve plexus,0
FMA (3.2),55200, Nerve to left sternocleidomastoid, Nerve to left sternocleidomastoid,0
FMA (3.2),81489, Nerve to left subcostal muscle, Nerve to left subcostal muscle,0
FMA (3.2),55199, Nerve to right sternocleidomastoid, Nerve to right sternocleidomastoid,0
FMA (3.2),81488, Nerve to right subcostal muscle, Nerve to right subcostal muscle,0
FMA (3.2),55187, Nerve to sternocleidomastoid, Nerve to sternocleidomastoid,0
FMA (3.2),81487, Nerve to subcostal muscle, Nerve to subcostal muscle,0
FMA (3.2),5913, Nerve trunk, Nerve trunk,0
FMA (3.2),74636, Neural lobe of neurohypophysis, Neural lobe of neurohypophysis,0
FMA (3.2),61284, Neural tree organ, Neural tree organ,0
FMA (3.2),55675, Neuraxis, Neuraxis,0
FMA (3.2),53672, Neurocranium, Neurocranium,0
FMA (3.2),46366, Ninth external intercostal muscle, Ninth external intercostal muscle,0
FMA (3.2),71157, Ninth innermost intercostal muscle, Ninth innermost intercostal muscle,0
FMA (3.2),234442, Ninth intercostal lymph node, Ninth intercostal lymph node,0
FMA (3.2),223981, Ninth intercostal lymphatic chain, Ninth intercostal lymphatic chain,0
FMA (3.2),46377, Ninth internal intercostal muscle, Ninth internal intercostal muscle,0
FMA (3.2),82362, Ninth levator costae, Ninth levator costae,0
FMA (3.2),8337, Ninth rib, Ninth rib,0
FMA (3.2),6306, Ninth thoracic nerve, Ninth thoracic nerve,0
FMA (3.2),81503, Ninth thoracic rotator, Ninth thoracic rotator,0
FMA (3.2),10014, Ninth thoracic vertebra, Ninth thoracic vertebra,0
FMA (3.2),10023, Ninth thoracic vertebral arch, Ninth thoracic vertebral arch,0
FMA (3.2),67771, Nipple, Nipple,0
FMA (3.2),223695, Nipple Left, Left nipple,0
FMA (3.2),67773, Nipple of female breast, Nipple of female breast,0
FMA (3.2),50056, Nipple of left female breast, Nipple of left female breast,0
FMA (3.2),50055, Nipple of left male breast, Nipple of left male breast,0
FMA (3.2),67772, Nipple of male breast, Nipple of male breast,0
FMA (3.2),50058, Nipple of right female breast, Nipple of right female breast,0
FMA (3.2),50057, Nipple of right male breast, Nipple of right male breast,0
FMA (3.2),223693, Nipple Right, Right nipple,0
FMA (3.2),74033, Node of ligamentum arteriosum, Node of ligamentum arteriosum,0
FMA (3.2),265359, Node of posterior iliac crest, Node of posterior iliac crest,0
FMA (3.2),67806, Non-lactating gland, Non-lactating gland,0
FMA (3.2),55665, Nonparenchymatous organ, Nonparenchymatous organ,0
FMA (3.2),63123, Non-physical anatomical entity template, Non-physical anatomical entity template,0
FMA (3.2),7491, Nonsynovial joint, Nonsynovial joint,0
FMA (3.2),46472, Nose, Nose,0
FMA (3.2),50779, Nutrient artery, Nutrient artery,0
FMA (3.2),50780, Nutrient vein, Nutrient vein,0
FMA (3.2),46583, Oblique arytenoid, Oblique arytenoid,0
FMA (3.2),48986, Oblique muscle of auricle, Oblique muscle of auricle,0
FMA (3.2),48988, Oblique muscle of left auricle, Oblique muscle of left auricle,0
FMA (3.2),48987, Oblique muscle of right auricle, Oblique muscle of right auricle,0
FMA (3.2),4715, Oblique vein of left atrium, Oblique vein of left atrium,0
FMA (3.2),32528, Obliquus capitis inferior, Obliquus capitis inferior,0
FMA (3.2),32527, Obliquus capitis superior, Obliquus capitis superior,0
FMA (3.2),22299, Obturator externus, Obturator externus,0
FMA (3.2),22298, Obturator internus, Obturator internus,0
FMA (3.2),71830, Obturator lymph node group, Obturator lymph node group,0
FMA (3.2),19083, Obturator muscle, Obturator muscle,0
FMA (3.2),16656, Obturator nodes, Obturator lymph node,0
FMA (3.2),18914, Obturator vein, Obturator vein,0
FMA (3.2),52735, Occipital bone, Occipital bone,0
FMA (3.2),50794, Occipital emissary vein, Occipital emissary vein,0
FMA (3.2),67325, Occipital Lobe, Occipital lobe,0
FMA (3.2),72976, Occipital Lobe Left, Left occipital lobe,0
FMA (3.2),72975, Occipital Lobe Right, Right occipital lobe,0
